Landscape,id,SurveyYear,GS,Necessary,Have,Quantity
crossriver,8554,2019,sport field,1,1,2
crossriver,8554,2019,access cassava machine,1,1,2
crossriver,8554,2019,wooden metal house,1,1,1
crossriver,8554,2019,access market,1,1,0
crossriver,8554,2019,generator,0,0,0
crossriver,8554,2019,phone,1,1,1
crossriver,8554,2019,drinking water 15min,1,0,0
crossriver,8554,2019,sec educ,1,1,0
crossriver,8554,2019,meals 3 day,1,1,0
crossriver,8554,2019,car,0,0,0
crossriver,8555,2018,access maternity,1,1,0
crossriver,8555,2018,agric extens service,1,1,0
crossriver,8555,2018,phone,1,1,5
crossriver,8555,2018,wc,1,1,3
crossriver,8555,2018,sec educ,1,1,0
crossriver,8555,2018,matress,1,1,5
crossriver,8555,2018,access employment,1,0,0
crossriver,8555,2018,moto,1,1,2
crossriver,8555,2018,hurricane lamp,1,1,4
crossriver,8555,2018,machete,1,1,5
crossriver,8555,2018,access cassava machine,1,1,0
crossriver,8555,2018,access market,1,1,0
crossriver,8555,2018,access bank,1,1,0
crossriver,8555,2018,chain saw,0,0,0
crossriver,8555,2018,access skill aquisition,1,1,0
crossriver,8555,2018,tv,1,1,2
crossriver,8555,2018,generator,1,1,2
crossriver,8555,2018,health workers,1,1,0
crossriver,8555,2018,barbing salon,1,1,0
crossriver,8555,2018,cocoa dryer,1,1,2
crossriver,8555,2018,car,1,1,1
crossriver,8555,2018,agric loan,1,0,0
crossriver,8555,2018,sewing machine,1,1,1
crossriver,8555,2018,new clothes,1,1,0
crossriver,8555,2018,meals 3 day,1,1,0
crossriver,8555,2018,radio,1,1,3
crossriver,8555,2018,chair,1,1,5
crossriver,8555,2018,fridge,0,0,0
crossriver,8555,2018,drinking water 15min,1,1,0
crossriver,8555,2018,hair dressing,1,1,0
crossriver,8555,2018,sport field,1,1,0
crossriver,8555,2018,wooden metal house,1,1,1
crossriver,8555,2018,access road,1,1,0
crossriver,8556,2018,chair,1,1,6
crossriver,8556,2018,agric loan,0,0,0
crossriver,8556,2018,access maternity,1,1,0
crossriver,8556,2018,hair dressing,1,1,0
crossriver,8556,2018,hurricane lamp,0,0,0
crossriver,8556,2018,new clothes,1,1,0
crossriver,8556,2018,access employment,1,0,0
crossriver,8556,2018,access road,1,1,0
crossriver,8556,2018,wc,1,1,2
crossriver,8556,2018,phone,1,1,2
crossriver,8556,2018,wooden metal house,1,1,2
crossriver,8556,2018,generator,1,0,0
crossriver,8556,2018,tv,1,0,0
crossriver,8556,2018,sport field,1,1,0
crossriver,8556,2018,barbing salon,1,1,0
crossriver,8556,2018,machete,1,1,12
crossriver,8556,2018,chain saw,0,0,0
crossriver,8556,2018,moto,1,1,2
crossriver,8556,2018,radio,0,0,0
crossriver,8556,2018,access skill aquisition,1,1,0
crossriver,8556,2018,meals 3 day,1,1,0
crossriver,8556,2018,sec educ,1,1,0
crossriver,8556,2018,agric extens service,1,1,0
crossriver,8556,2018,access cassava machine,1,1,0
crossriver,8556,2018,matress,1,1,1
crossriver,8556,2018,access bank,1,1,0
crossriver,8556,2018,health workers,1,1,0
crossriver,8556,2018,access market,1,1,0
crossriver,8556,2018,sewing machine,1,1,2
crossriver,8556,2018,cocoa dryer,1,1,1
crossriver,8556,2018,car,0,0,0
crossriver,8556,2018,fridge,1,0,0
crossriver,8556,2018,drinking water 15min,1,1,0
crossriver,8557,2019,wc,1,0,0
crossriver,8557,2019,fridge,0,0,0
crossriver,8557,2019,sewing machine,0,0,0
crossriver,8557,2019,access market,1,0,0
crossriver,8557,2019,health workers,1,1,3
crossriver,8557,2019,matress,1,1,2
crossriver,8557,2019,moto,1,0,0
crossriver,8557,2019,agric extens service,1,0,0
crossriver,8557,2019,wooden metal house,1,1,2
crossriver,8557,2019,access employment,1,0,0
crossriver,8557,2019,sport field,1,1,1
crossriver,8557,2019,machete,1,1,7
crossriver,8557,2019,meals 3 day,1,1,0
crossriver,8557,2019,access road,1,0,0
crossriver,8557,2019,drinking water 15min,0,1,0
crossriver,8557,2019,new clothes,1,0,0
crossriver,8557,2019,access cassava machine,1,1,1
crossriver,8557,2019,generator,1,0,0
crossriver,8557,2019,cocoa dryer,1,0,0
crossriver,8557,2019,barbing salon,1,1,0
crossriver,8557,2019,hurricane lamp,1,0,0
crossriver,8557,2019,chain saw,0,0,0
crossriver,8557,2019,tv,1,0,0
crossriver,8557,2019,chair,1,0,0
crossriver,8557,2019,phone,1,1,2
crossriver,8557,2019,agric loan,0,0,0
crossriver,8557,2019,hair dressing,1,0,0
crossriver,8557,2019,radio,1,1,1
crossriver,8557,2019,access bank,1,0,0
crossriver,8557,2019,sec educ,1,1,0
crossriver,8557,2019,car,0,0,0
crossriver,8557,2019,access maternity,1,1,0
crossriver,8557,2019,access skill aquisition,1,0,0
crossriver,8558,2019,machete,1,1,5
crossriver,8558,2019,access bank,0,0,0
crossriver,8558,2019,sec educ,1,1,1
crossriver,8558,2019,wc,1,0,0
crossriver,8558,2019,barbing salon,1,0,0
crossriver,8558,2019,sport field,1,1,2
crossriver,8558,2019,chain saw,1,0,0
crossriver,8558,2019,drinking water 15min,0,1,0
crossriver,8558,2019,hurricane lamp,0,0,0
crossriver,8558,2019,access skill aquisition,1,0,0
crossriver,8558,2019,access maternity,1,1,0
crossriver,8558,2019,new clothes,1,0,0
crossriver,8558,2019,access cassava machine,1,1,1
crossriver,8558,2019,agric extens service,1,0,0
crossriver,8558,2019,tv,1,0,0
crossriver,8558,2019,hair dressing,1,1,0
crossriver,8558,2019,matress,1,1,1
crossriver,8558,2019,moto,1,0,0
crossriver,8558,2019,fridge,1,0,0
crossriver,8558,2019,access road,1,0,0
crossriver,8558,2019,access market,1,0,0
crossriver,8558,2019,agric loan,1,0,0
crossriver,8558,2019,health workers,1,1,5
crossriver,8558,2019,car,0,0,0
crossriver,8558,2019,radio,1,0,0
crossriver,8558,2019,meals 3 day,1,0,0
crossriver,8558,2019,phone,1,1,1
crossriver,8558,2019,sewing machine,1,1,1
crossriver,8558,2019,wooden metal house,1,1,1
crossriver,8558,2019,generator,1,1,1
crossriver,8558,2019,chair,1,1,6
crossriver,8558,2019,access employment,1,1,1
crossriver,8558,2019,cocoa dryer,1,1,0
crossriver,8559,2019,access employment,1,0,0
crossriver,8559,2019,access road,1,0,0
crossriver,8559,2019,agric loan,0,0,0
crossriver,8559,2019,access maternity,1,1,1
crossriver,8559,2019,matress,1,1,2
crossriver,8559,2019,sewing machine,0,0,0
crossriver,8559,2019,cocoa dryer,1,0,0
crossriver,8559,2019,sport field,1,1,2
crossriver,8559,2019,chair,1,1,4
crossriver,8559,2019,agric extens service,1,0,0
crossriver,8559,2019,wc,1,0,0
crossriver,8559,2019,access market,1,0,0
crossriver,8559,2019,moto,1,0,0
crossriver,8559,2019,car,1,0,0
crossriver,8559,2019,access bank,0,0,0
crossriver,8559,2019,barbing salon,1,1,1
crossriver,8559,2019,health workers,1,1,4
crossriver,8559,2019,new clothes,1,0,0
crossriver,8559,2019,generator,1,1,1
crossriver,8559,2019,chain saw,0,0,0
crossriver,8559,2019,fridge,0,0,0
crossriver,8559,2019,access cassava machine,1,1,3
crossriver,8559,2019,wooden metal house,1,1,1
crossriver,8559,2019,tv,1,1,1
crossriver,8559,2019,phone,1,1,3
crossriver,8559,2019,meals 3 day,1,1,0
crossriver,8559,2019,access skill aquisition,1,0,0
crossriver,8559,2019,drinking water 15min,0,1,0
crossriver,8559,2019,radio,1,0,0
crossriver,8559,2019,hurricane lamp,1,1,1
crossriver,8559,2019,sec educ,1,1,1
crossriver,8559,2019,machete,1,1,5
crossriver,8559,2019,hair dressing,1,1,0
crossriver,8560,2019,hair dressing,1,1,0
crossriver,8560,2019,cocoa dryer,1,0,0
crossriver,8560,2019,access maternity,1,1,0
crossriver,8560,2019,agric extens service,0,0,0
crossriver,8560,2019,access cassava machine,1,1,3
crossriver,8560,2019,hurricane lamp,1,0,0
crossriver,8560,2019,radio,1,1,1
crossriver,8560,2019,tv,0,0,0
crossriver,8560,2019,sewing machine,1,0,0
crossriver,8560,2019,access road,1,0,0
crossriver,8560,2019,chair,1,1,6
crossriver,8560,2019,matress,1,1,3
crossriver,8560,2019,moto,1,0,0
crossriver,8560,2019,drinking water 15min,1,0,0
crossriver,8560,2019,sec educ,1,1,1
crossriver,8560,2019,machete,1,1,4
crossriver,8560,2019,generator,1,0,0
crossriver,8560,2019,barbing salon,1,1,0
crossriver,8560,2019,wc,1,0,0
crossriver,8560,2019,sport field,1,1,2
crossriver,8560,2019,new clothes,1,1,0
crossriver,8560,2019,car,1,0,0
crossriver,8560,2019,access employment,1,0,0
crossriver,8560,2019,health workers,1,1,4
crossriver,8560,2019,meals 3 day,1,1,0
crossriver,8560,2019,access skill aquisition,1,0,0
crossriver,8560,2019,phone,1,1,1
crossriver,8560,2019,wooden metal house,1,1,1
crossriver,8560,2019,chain saw,1,0,0
crossriver,8560,2019,access bank,1,0,0
crossriver,8560,2019,fridge,1,0,0
crossriver,8560,2019,agric loan,1,0,0
crossriver,8560,2019,access market,1,0,0
crossriver,8561,2019,new clothes,1,1,0
crossriver,8561,2019,machete,1,1,3
crossriver,8561,2019,hurricane lamp,1,0,0
crossriver,8561,2019,access market,1,1,0
crossriver,8561,2019,wc,1,0,0
crossriver,8561,2019,agric loan,1,0,0
crossriver,8561,2019,generator,0,0,0
crossriver,8561,2019,phone,1,1,1
crossriver,8561,2019,wooden metal house,1,1,1
crossriver,8561,2019,hair dressing,1,1,0
crossriver,8561,2019,access road,1,0,0
crossriver,8561,2019,chain saw,0,0,0
crossriver,8561,2019,cocoa dryer,1,0,0
crossriver,8561,2019,tv,0,0,0
crossriver,8561,2019,matress,1,1,1
crossriver,8561,2019,sewing machine,1,0,0
crossriver,8561,2019,chair,1,0,0
crossriver,8561,2019,access employment,1,0,0
crossriver,8561,2019,sport field,1,1,1
crossriver,8561,2019,access cassava machine,1,1,3
crossriver,8561,2019,sec educ,1,1,0
crossriver,8561,2019,access bank,0,0,0
crossriver,8561,2019,agric extens service,1,0,0
crossriver,8561,2019,fridge,0,0,0
crossriver,8561,2019,access maternity,1,1,0
crossriver,8561,2019,radio,0,0,0
crossriver,8561,2019,drinking water 15min,0,0,0
crossriver,8561,2019,moto,1,0,0
crossriver,8561,2019,access skill aquisition,1,0,0
crossriver,8561,2019,barbing salon,1,1,0
crossriver,8561,2019,health workers,1,1,4
crossriver,8561,2019,car,0,0,0
crossriver,8561,2019,meals 3 day,1,1,0
crossriver,8562,2019,matress,1,1,2
crossriver,8562,2019,access road,1,0,0
crossriver,8562,2019,machete,1,1,5
crossriver,8562,2019,access bank,0,0,0
crossriver,8562,2019,drinking water 15min,0,0,0
crossriver,8562,2019,new clothes,0,1,0
crossriver,8562,2019,chain saw,0,0,0
crossriver,8562,2019,agric loan,1,0,0
crossriver,8562,2019,moto,1,0,0
crossriver,8562,2019,agric extens service,1,0,0
crossriver,8562,2019,access cassava machine,1,1,2
crossriver,8562,2019,chair,1,1,2
crossriver,8562,2019,fridge,0,0,0
crossriver,8562,2019,hair dressing,1,1,0
crossriver,8562,2019,sewing machine,0,0,0
crossriver,8562,2019,access maternity,1,1,0
crossriver,8562,2019,sport field,1,1,1
crossriver,8562,2019,meals 3 day,1,1,0
crossriver,8562,2019,wc,1,0,0
crossriver,8562,2019,barbing salon,1,1,0
crossriver,8562,2019,wooden metal house,1,1,1
crossriver,8562,2019,access employment,1,0,0
crossriver,8562,2019,sec educ,1,1,0
crossriver,8562,2019,cocoa dryer,1,1,1
crossriver,8562,2019,car,0,0,0
crossriver,8562,2019,generator,1,1,1
crossriver,8562,2019,access skill aquisition,1,0,0
crossriver,8562,2019,access market,1,0,0
crossriver,8562,2019,radio,0,0,0
crossriver,8562,2019,hurricane lamp,0,0,0
crossriver,8562,2019,health workers,1,1,4
crossriver,8562,2019,phone,1,1,3
crossriver,8562,2019,tv,1,1,1
crossriver,8563,2019,machete,1,1,4
crossriver,8563,2019,agric loan,0,0,0
crossriver,8563,2019,access maternity,1,1,0
crossriver,8563,2019,drinking water 15min,1,0,0
crossriver,8563,2019,new clothes,1,1,0
crossriver,8563,2019,tv,1,0,0
crossriver,8563,2019,generator,1,1,1
crossriver,8563,2019,wc,1,0,0
crossriver,8563,2019,chair,1,0,0
crossriver,8563,2019,fridge,0,0,0
crossriver,8563,2019,chain saw,0,0,0
crossriver,8563,2019,access employment,1,0,0
crossriver,8563,2019,access skill aquisition,1,0,0
crossriver,8563,2019,health workers,1,1,4
crossriver,8563,2019,hurricane lamp,0,0,0
crossriver,8563,2019,sec educ,1,1,0
crossriver,8563,2019,access bank,0,0,0
crossriver,8563,2019,wooden metal house,1,1,1
crossriver,8563,2019,agric extens service,1,0,0
crossriver,8563,2019,radio,1,0,0
crossriver,8563,2019,cocoa dryer,1,0,0
crossriver,8563,2019,car,0,0,0
crossriver,8563,2019,access road,1,0,0
crossriver,8563,2019,sport field,1,1,0
crossriver,8563,2019,barbing salon,1,0,0
crossriver,8563,2019,access market,1,1,0
crossriver,8563,2019,matress,1,1,1
crossriver,8563,2019,hair dressing,1,1,0
crossriver,8563,2019,meals 3 day,1,1,0
crossriver,8563,2019,sewing machine,0,0,0
crossriver,8563,2019,phone,1,0,0
crossriver,8563,2019,moto,1,0,0
crossriver,8563,2019,access cassava machine,1,1,2
crossriver,8564,2019,sec educ,1,1,0
crossriver,8564,2019,matress,1,1,4
crossriver,8564,2019,access maternity,1,1,0
crossriver,8564,2019,access market,1,0,0
crossriver,8564,2019,cocoa dryer,1,1,1
crossriver,8564,2019,access road,1,0,0
crossriver,8564,2019,wc,1,1,1
crossriver,8564,2019,access employment,1,0,0
crossriver,8564,2019,access skill aquisition,1,0,0
crossriver,8564,2019,generator,1,1,1
crossriver,8564,2019,wooden metal house,1,1,2
crossriver,8564,2019,new clothes,1,1,0
crossriver,8564,2019,fridge,1,1,1
crossriver,8564,2019,radio,1,1,1
crossriver,8564,2019,sewing machine,1,1,1
crossriver,8564,2019,hurricane lamp,1,0,0
crossriver,8564,2019,car,1,0,0
crossriver,8564,2019,barbing salon,1,0,0
crossriver,8564,2019,health workers,1,1,4
crossriver,8564,2019,chain saw,1,0,0
crossriver,8564,2019,meals 3 day,1,1,0
crossriver,8564,2019,access bank,1,1,0
crossriver,8564,2019,chair,1,1,4
crossriver,8564,2019,machete,1,1,2
crossriver,8564,2019,tv,1,0,0
crossriver,8564,2019,sport field,1,1,0
crossriver,8564,2019,hair dressing,1,0,0
crossriver,8564,2019,access cassava machine,1,1,2
crossriver,8564,2019,agric extens service,1,0,0
crossriver,8564,2019,phone,1,1,4
crossriver,8564,2019,drinking water 15min,1,0,0
crossriver,8564,2019,agric loan,1,0,0
crossriver,8564,2019,moto,1,1,2
crossriver,8565,2019,access road,1,0,0
crossriver,8565,2019,generator,1,1,1
crossriver,8565,2019,sport field,1,1,0
crossriver,8565,2019,car,0,0,0
crossriver,8565,2019,machete,1,1,3
crossriver,8565,2019,hurricane lamp,1,1,1
crossriver,8565,2019,sec educ,1,1,0
crossriver,8565,2019,chair,1,1,8
crossriver,8565,2019,barbing salon,1,0,0
crossriver,8565,2019,wc,1,1,1
crossriver,8565,2019,fridge,1,0,0
crossriver,8565,2019,access maternity,1,1,0
crossriver,8565,2019,moto,1,0,0
crossriver,8565,2019,wooden metal house,1,1,1
crossriver,8565,2019,drinking water 15min,1,0,0
crossriver,8565,2019,access cassava machine,1,1,3
crossriver,8565,2019,matress,1,1,5
crossriver,8565,2019,health workers,1,1,4
crossriver,8565,2019,chain saw,0,0,0
crossriver,8565,2019,access skill aquisition,1,0,0
crossriver,8565,2019,tv,1,1,1
crossriver,8565,2019,agric extens service,1,0,0
crossriver,8565,2019,meals 3 day,1,1,0
crossriver,8565,2019,hair dressing,1,0,0
crossriver,8565,2019,phone,1,1,3
crossriver,8565,2019,radio,1,1,1
crossriver,8565,2019,agric loan,1,0,0
crossriver,8565,2019,access bank,1,1,0
crossriver,8565,2019,cocoa dryer,1,0,0
crossriver,8565,2019,new clothes,1,1,0
crossriver,8565,2019,access market,1,0,0
crossriver,8565,2019,sewing machine,0,0,0
crossriver,8565,2019,access employment,1,1,0
crossriver,8566,2019,sec educ,1,1,1
crossriver,8566,2019,access employment,1,1,1
crossriver,8566,2019,access bank,1,1,0
crossriver,8566,2019,health workers,1,1,4
crossriver,8566,2019,access market,1,1,0
crossriver,8566,2019,fridge,1,0,0
crossriver,8566,2019,access skill aquisition,1,1,0
crossriver,8566,2019,moto,1,1,1
crossriver,8566,2019,hurricane lamp,1,0,0
crossriver,8566,2019,barbing salon,1,0,0
crossriver,8566,2019,phone,1,1,2
crossriver,8566,2019,sewing machine,1,0,0
crossriver,8566,2019,access maternity,1,0,0
crossriver,8566,2019,chain saw,1,0,0
crossriver,8566,2019,sport field,1,1,1
crossriver,8566,2019,new clothes,1,0,0
crossriver,8566,2019,tv,1,1,1
crossriver,8566,2019,chair,1,1,5
crossriver,8566,2019,generator,1,1,1
crossriver,8566,2019,meals 3 day,1,0,0
crossriver,8566,2019,drinking water 15min,1,0,0
crossriver,8566,2019,car,1,0,0
crossriver,8566,2019,cocoa dryer,1,1,1
crossriver,8566,2019,machete,1,1,4
crossriver,8566,2019,agric extens service,1,0,0
crossriver,8566,2019,access cassava machine,1,1,1
crossriver,8566,2019,hair dressing,1,0,0
crossriver,8566,2019,agric loan,1,0,0
crossriver,8566,2019,access road,1,0,0
crossriver,8566,2019,radio,1,1,1
crossriver,8566,2019,wc,1,0,0
crossriver,8566,2019,wooden metal house,1,1,1
crossriver,8566,2019,matress,1,1,3
crossriver,8567,2019,wooden metal house,1,1,1
crossriver,8567,2019,moto,0,0,0
crossriver,8567,2019,tv,0,0,0
crossriver,8567,2019,new clothes,1,0,0
crossriver,8567,2019,cocoa dryer,1,0,0
crossriver,8567,2019,sewing machine,0,0,0
crossriver,8567,2019,matress,1,0,0
crossriver,8567,2019,sport field,1,1,1
crossriver,8567,2019,sec educ,1,1,0
crossriver,8567,2019,fridge,0,0,0
crossriver,8567,2019,machete,1,1,0
crossriver,8567,2019,access road,1,0,0
crossriver,8567,2019,health workers,1,1,4
crossriver,8567,2019,car,0,0,0
crossriver,8567,2019,phone,1,1,1
crossriver,8567,2019,generator,0,0,0
crossriver,8567,2019,hair dressing,1,0,0
crossriver,8567,2019,access employment,1,0,0
crossriver,8567,2019,access maternity,1,1,0
crossriver,8567,2019,drinking water 15min,1,1,0
crossriver,8567,2019,access cassava machine,1,1,1
crossriver,8567,2019,barbing salon,1,0,0
crossriver,8567,2019,agric loan,0,0,0
crossriver,8567,2019,access bank,0,0,0
crossriver,8567,2019,wc,1,0,0
crossriver,8567,2019,access skill aquisition,0,0,0
crossriver,8567,2019,chair,1,0,0
crossriver,8567,2019,hurricane lamp,0,0,0
crossriver,8567,2019,chain saw,0,0,0
crossriver,8567,2019,radio,1,1,1
crossriver,8567,2019,agric extens service,1,0,0
crossriver,8567,2019,access market,1,0,0
crossriver,8567,2019,meals 3 day,1,1,0
crossriver,8568,2019,sport field,1,1,1
crossriver,8568,2019,hair dressing,1,0,0
crossriver,8568,2019,sec educ,1,1,0
crossriver,8568,2019,access market,1,0,0
crossriver,8568,2019,meals 3 day,1,1,0
crossriver,8568,2019,access employment,1,0,0
crossriver,8568,2019,access road,1,0,0
crossriver,8568,2019,tv,0,0,0
crossriver,8568,2019,access bank,1,0,0
crossriver,8568,2019,access skill aquisition,1,0,0
crossriver,8568,2019,new clothes,1,0,0
crossriver,8568,2019,moto,1,0,0
crossriver,8568,2019,generator,1,1,1
crossriver,8568,2019,agric loan,0,0,0
crossriver,8568,2019,agric extens service,1,0,0
crossriver,8568,2019,radio,1,1,1
crossriver,8568,2019,machete,1,1,3
crossriver,8568,2019,cocoa dryer,1,0,0
crossriver,8568,2019,wooden metal house,1,0,0
crossriver,8568,2019,car,0,0,0
crossriver,8568,2019,access maternity,1,1,0
crossriver,8568,2019,drinking water 15min,1,0,0
crossriver,8568,2019,phone,1,1,1
crossriver,8568,2019,chain saw,0,0,0
crossriver,8568,2019,barbing salon,1,0,0
crossriver,8568,2019,fridge,0,0,0
crossriver,8568,2019,chair,1,0,0
crossriver,8568,2019,access cassava machine,1,1,1
crossriver,8568,2019,matress,1,1,2
crossriver,8568,2019,sewing machine,0,0,0
crossriver,8568,2019,wc,1,0,0
crossriver,8568,2019,hurricane lamp,1,0,0
crossriver,8568,2019,health workers,1,1,4
crossriver,8569,2019,tv,1,1,1
crossriver,8569,2019,access market,1,0,0
crossriver,8569,2019,access road,1,0,0
crossriver,8569,2019,chair,1,1,6
crossriver,8569,2019,moto,1,0,0
crossriver,8569,2019,access maternity,1,1,0
crossriver,8569,2019,sewing machine,0,0,0
crossriver,8569,2019,access bank,1,0,0
crossriver,8569,2019,matress,1,1,2
crossriver,8569,2019,sec educ,1,1,0
crossriver,8569,2019,new clothes,1,1,0
